"","x"
"Percentage of heterosexual female",1
"Percentage of Heterosexual males",1
"Percentage of Hindu",1
"Percentage of Jewish",1
"Percentage of Muslim",1
"Percentage of no reply",1
"Percentage of Pagan",1
"Percentage of respondents satisfied with Actions 12 months to December 2009",1
"Percentage of respondents satisfied with Actions 12 months to December 2010",1
"Percentage of respondents satisfied with Actions 12 months to December 2011",1
"Percentage of respondents satisfied with Actions 12 months to December 2012",1
"Percentage of respondents satisfied with Actions 12 months to March 2010",1
"Percentage of respondents satisfied with Actions 12 months to March 2011",1
"Percentage of respondents satisfied with Actions 12 months to March 2012",1
"Percentage of respondents satisfied with Actions 12 months to March 2013",1
"Percentage of respondents satisfied with Actions 12 months to September 2009",1
"Percentage of respondents satisfied with Actions 12 months to September 2010",1
"Percentage of respondents satisfied with Actions 12 months to September 2011",1
"Percentage of respondents satisfied with Actions 12 months to September 2012",1
"Percentage of respondents satisfied with Ease of Contact 12 months to December 2009",1
"Percentage of respondents satisfied with Ease of Contact 12 months to December 2010",1
"Percentage of respondents satisfied with Ease of Contact 12 months to December 2011",1
"Percentage of respondents satisfied with Ease of Contact 12 months to December 2012",1
"Percentage of respondents satisfied with Ease of Contact 12 months to March 2010",1
"Percentage of respondents satisfied with Ease of Contact 12 months to March 2011",1
"Percentage of respondents satisfied with Ease of Contact 12 months to March 2012",1
"Percentage of respondents satisfied with Ease of Contact 12 months to March 2013",1
"Percentage of respondents satisfied with Ease of Contact 12 months to September 2009",1
"Percentage of respondents satisfied with Ease of Contact 12 months to September 2010",1
"Percentage of respondents satisfied with Ease of Contact 12 months to September 2011",1
"Percentage of respondents satisfied with Ease of Contact 12 months to September 2012",1
"Percentage of respondents satisfied with Follow up 12 months to December 2009",1
"Percentage of respondents satisfied with Follow up 12 months to December 2010",1
"Percentage of respondents satisfied with Follow up 12 months to December 2011",1
"Percentage of respondents satisfied with Follow up 12 months to December 2012",1
"Percentage of respondents satisfied with Follow up 12 months to March 2010",1
"Percentage of respondents satisfied with Follow up 12 months to March 2011",1
"Percentage of respondents satisfied with Follow up 12 months to March 2012",1
"Percentage of respondents satisfied with Follow up 12 months to March 2013",1
"Percentage of respondents satisfied with Follow up 12 months to September 2009",1
"Percentage of respondents satisfied with Follow up 12 months to September 2010",1
"Percentage of respondents satisfied with Follow up 12 months to September 2011",1
"Percentage of respondents satisfied with Follow up 12 months to September 2012",1
"Percentage of respondents satisfied with Treatment 12 months to December 2009",1
"Percentage of respondents satisfied with Treatment 12 months to December 2010",1
"Percentage of respondents satisfied with Treatment 12 months to December 2011",1
"Percentage of respondents satisfied with Treatment 12 months to December 2012",1
"Percentage of respondents satisfied with Treatment 12 months to March 2010",1
"Percentage of respondents satisfied with Treatment 12 months to March 2011",1
"Percentage of respondents satisfied with Treatment 12 months to March 2012",1
"Percentage of respondents satisfied with Treatment 12 months to March 2013",1
"Percentage of respondents satisfied with Treatment 12 months to September 2009",1
"Percentage of respondents satisfied with Treatment 12 months to September 2010",1
"Percentage of respondents satisfied with Treatment 12 months to September 2011",1
"Percentage of respondents satisfied with Treatment 12 months to September 2012",1
"Percentage of Sikh",1
"Percentage of Staff that are BME",1
"Percentage of staff that are Undeclared",1
"Percentage of Staff with Disability Status Declared as Disabled",1
"Percentage of Staff with Disability Status Declared as Not Disabled",1
"Percentageof 25-29",1
"Period Covered",1
"Period of Pledge ",1
"PeriodNumber",1
"Permanent Secretary: Simon Fraser",1
"Personal robbery per 1000 population 12 months to December 2009",1
"Personal robbery per 1000 population 12 months to December 2010",1
"Personal robbery per 1000 population 12 months to December 2011",1
"Personal robbery per 1000 population 12 months to December 2012",1
"Personal robbery per 1000 population 12 months to September 2009",1
"Personal robbery per 1000 population 12 months to September 2010",1
"Personal robbery per 1000 population 12 months to September 2011",1
"Personal robbery per 1000 population 12 months to September 2012",1
"Persons Involved",1
"PESA dept group (excl splits)",1
"Planned Expenditure 2009/10           £'000",1
"Planned Expenditure 2010/11           £'000",1
"Planned Expenditure 2011/12           £'000",1
"Planned Expenditure 2012/13           £'000",1
"Planned Expenditure 2013/14           £'000",1
"Pledges",1
"PO Creation Date",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_% Community officers",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_% PCSOs",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_% Roads police ",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Community police officers per 1,000 population",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Crimes per 1,000 population",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Crimes per community + roads police officer",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Crimes per community police officer",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_PCSOs per 1,000 population",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Roads police officers per 1000 population",1
"Police Workforce & Crime_Crimes 2009-10; Staffing as at 31/03/2010_Total staff per 1,000 population",1
"Poor accuracy",1
"Poor design",1
"Poor ease of finding",1
"Poor ease of use",1
"Poor editorial",1
"Poor search",1
"Population",1
"Positianal Accuracy Improvement (PAI)",1
"Possession of drugs per 1000 population 12 months to March 2010",1
"Possession of drugs per 1000 population 12 months to March 2011",1
"Possession of drugs per 1000 population 12 months to March 2012",1
"Possession of drugs per 1000 population 12 months to March 2013",1
"Possession of drugs sanction detection rate 12months to March 2010",1
"Possession of drugs sanction detection rate 12months to March 2011",1
"Possession of drugs sanction detection rate 12months to March 2012",1
"Possession of drugs sanction detection rate 12months to March 2013",1
"Possession of Drugs SD Cannabis Warnings 12months to March 2010",1
"Possession of Drugs SD Cannabis Warnings 12months to March 2011",1
"Possession of Drugs SD Cannabis Warnings 12months to March 2012",1
"Possession of Drugs SD Cannabis Warnings 12months to March 2013",1
"Possession of drugs SD Cautions 12months to March 2010",1
"Possession of drugs SD Cautions 12months to March 2011",1
"Possession of drugs SD Cautions 12months to March 2012",1
"Possession of drugs SD Cautions 12months to March 2013",1
"Possession of drugs SD Charge Summons 12months to March 2010",1
"Possession of drugs SD Charge Summons 12months to March 2011",1
"Possession of drugs SD Charge Summons 12months to March 2012",1
"Possession of drugs SD Charge Summons 12months to March 2013",1
"Possession of drugs SD Fixed Penalties 12months to March 2010",1
"Possession of drugs SD Fixed Penalties 12months to March 2011",1
"Possession of drugs SD Fixed Penalties 12months to March 2012",1
"Possession of drugs SD Fixed Penalties 12months to March 2013",1
"Possession of drugs SD TICs 12months to March 2010",1
"Possession of drugs SD TICs 12months to March 2011",1
"Possession of drugs SD TICs 12months to March 2012",1
"Possession of drugs SD TICs 12months to March 2013",1
"Possession of weapons offences March 2013 ",1
"Possession of weapons offences March 2013 MSG Average",1
"Possession of weapons offences March 2013 MSG Average Lower Bound",1
"Possession of weapons offences March 2013 MSG Average Upper Bound",1
"Possession of weapons offences per 1000 population 12 months to March 2010",1
"Possession of weapons offences per 1000 population 12 months to March 2011",1
"Possession of weapons offences per 1000 population 12 months to March 2012",1
"Possession of weapons offences per 1000 population 12 months to March 2013",1
"Possession of weapons offences sanction detection rate 12months to March 2010",1
"Possession of weapons offences sanction detection rate 12months to March 2011",1
"Possession of weapons offences sanction detection rate 12months to March 2012",1
"Possession of weapons offences sanction detection rate 12months to March 2013",1
"Possession of weapons offences SD Cautions 12months to March 2010",1
"Possession of weapons offences SD Cautions 12months to March 2011",1
"Possession of weapons offences SD Cautions 12months to March 2012",1
"Possession of weapons offences SD Cautions 12months to March 2013",1
"Possession of weapons offences SD Charge Summons 12months to March 2010",1
"Possession of weapons offences SD Charge Summons 12months to March 2011",1
"Possession of weapons offences SD Charge Summons 12months to March 2012",1
"Possession of weapons offences SD Charge Summons 12months to March 2013",1
"Possession of weapons offences SD Fixed Penalties 12months to March 2010",1
"Possession of weapons offences SD Fixed Penalties 12months to March 2011",1
"Possession of weapons offences SD Fixed Penalties 12months to March 2012",1
"Possession of weapons offences SD Fixed Penalties 12months to March 2013",1
"Possession of weapons offences SD TICs 12months to March 2010",1
"Possession of weapons offences SD TICs 12months to March 2011",1
"Possession of weapons offences SD TICs 12months to March 2012",1
"Possession of weapons offences SD TICs 12months to March 2013",1
"Post",1
"POST 2009 LA CODE",1
"POST 2009 LA NAME",1
"Post EuroQol5D BPI Scores - max EuroQol5D",1
"Post EuroQol5D BPI Scores - mean EuroQol5D",1
"Post EuroQol5D BPI Scores - min EuroQol5D",1
"Post EuroQol5D BPI Scores - se EuroQol5D",1
"Post infarct septal rupture",1
"Post Interference BPI Scores - max Interference",1
"Post Interference BPI Scores - mean Interference",1
"Post Interference BPI Scores - min Interference",1
"Post Interference BPI Scores - se Interference",1
"Post Reference Number",1
"Post Severity BPI Scores - max Severity",1
"Post Severity BPI Scores - mean Severity",1
"Post Severity BPI Scores - min Severity",1
"Post Severity BPI Scores - se Severity",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  Blank",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  Excellent",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  Good",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  poor",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  poor,good",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  satisfactory",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment?  satisfactory,good",1
"Post treatment PROMs:   How satisfied were you with your involvement in planning your treatment? poor,satisfactory",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? Blank",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? Excellent",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? Good",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? good,excellent",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? poor",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? poor,satisfactory",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? satisfactory",1
"Post treatment PROMs:   Were you given adequate information about the benefits of the treatment? satisfactory,good",1
"Post treatment PROMs:  How useful was the information? Blank",1
"Post treatment PROMs:  How useful was the information? Excellent",1
"Post treatment PROMs:  How useful was the information? Good",1
"Post treatment PROMs:  How useful was the information? Good, excellent",1
"Post treatment PROMs:  How useful was the information? Poor",1
"Post treatment PROMs:  How useful was the information? Poor, Good",1
"Post treatment PROMs:  How useful was the information? poor, satisfactory",1
"Post treatment PROMs:  If yes where did your visit take place? A&E, other",1
"Post treatment PROMs:  If yes where did your visit take place? Blank",1
"Post treatment PROMs:  If yes where did your visit take place? GP",1
"Post treatment PROMs:  If yes where did your visit take place? GP, Other",1
"Post treatment PROMs:  If yes where did your visit take place? Other",1
"Post treatment PROMs:  If you are in work have you had to reduce your hours due to your pain? Blank",1
"Post treatment PROMs:  If you are in work have you had to reduce your hours due to your pain? N",1
"Post treatment PROMs:  If you are in work have you had to reduce your hours due to your pain? No - not appl",1
"Post treatment PROMs:  If you are in work have you had to reduce your hours due to your pain? not appl",1
