Column,x
32286,Expense Type
32287,Expense Area
32288,Supplier
32289,Transaction Number
32290,AP Amount
32291,Description
32292,Department Family
32293,Entity
32294,Date
32295,Expense Type
32296,Expense Area
32297,Supplier
32298,Transaction Number
32299,AP Amount
32300,Description
32301,Department Family
32302,Entity
32303,Date
32304,Expense Type
32305,Expense Area
32306,Supplier
32307,Transaction Number
32308,AP Amount
32309,Description
32310,Department Family
32311,Entity
32312,Date
32313,Expense Type
32314,Expense Area
32315,Supplier
32316,Transaction Number
32317,AP Amount
32318,Description
32319,Department Family
32320,Entity
32321,Date
32322,V4
32323,V5
32324,Supplier
32325,Transaction Number
32326,AP Amount
32327,Description
32328,Department Family
32329,Entity
32330,Date
32331,Expense Type
32332,Expense Area
32333,Supplier
32334,Transaction Number
32335,AP Amount
32336,Description
32337,Department Family
32338,Entity
32339,Date
32340,Expense Type
32341,Expense Area
32342,Supplier
32343,Transaction Number
32344,AP Amount
32345,Description
32346,Department Family
32347,Entity
32348,Date
32349,Expense Type
32350,Expense Area
32351,Supplier
32352,Transaction Number
32353,AP Amount
32354,Description
32355,Department Family
32356,Entity
32357,Date
32358,Expense Type - use on csv version
32359,Expense Area - csv version
32360,Supplier
32361,Transaction Number
32362,AP Amount
32363,Description
32364,Department Family
32365,Entity
32366,Date
32367,Expense Type
32368,Expense Area
32369,Supplier
32370,Transaction Number
32371,AP Amount
32372,Description
32373,Department Family
32374,Entity
32375,Date
32376,Expense Type
32377,Expense Area
32378,Supplier
32379,Transaction Number
32380,AP Amount
32381,Description
32382,Department Family
32383,Entity
32384,Date
32385,Expense Type
32386,Expense Area
32387,Supplier
32388,Transaction Number
32389,AP Amount
32390,Description
32391,Department Family
32392,Entity
32393,Date
32394,Expense Type
32395,Expense Area
32396,Supplier
32397,Transaction Number
32398,AP Amount
32399,Description
32400,Department Family
32401,Entity
32402,Date
32403,Expense Type
32404,Expense Area
32405,Supplier
32406,Transaction Number
32407,AP Amount
32408,Description
32409,Department Family
32410,Entity
32411,Date
32412,Expense Type
32413,Expense Area
32414,Supplier
32415,Transaction Number
32416,AP Amount
32417,Description
32418,Department Family
32419,Entity
32420,Date
32421,Expense Type
32422,Expense Area
32423,Supplier
32424,Transaction Number
32425,AP Amount
32426,Description
32427,Department Family
32428,Entity
32429,Date
32430,Expense Type
32431,Expense Area
32432,Supplier
32433,Transaction Number
32434,AP Amount
32435,Description
32436,Department Family
32437,Entity
32438,Date
32439,Expense Type
32440,Expense Area
32441,Supplier
32442,Transaction Number
32443,AP Amount
32444,Description
32445,Department Family
32446,Entity
32447,Date
32448,Expense Type
32449,Expense Area
32450,Supplier
32451,Transaction Number
32452,AP Amount
32453,Description
32454,Department Family
32455,Entity
32456,Date
32457,Expense Type
32458,Expense Area
32459,Supplier
32460,Transaction Number
32461,AP Amount
32462,Description
32463,Department Family
32464,Entity
32465,Date
32466,Expense Type
32467,Expense Area
32468,Supplier
32469,Transaction Number
32470,AP Amount
32471,Description
32472,Department Family
32473,Entity
32474,Date of Payment
32475,Expense Type
32476,Expense Area
32477,Supplier
32478,Transaction Number
32479,Amount in Sterling
32480,Department Family
32481,Entity
32482,Date of Payment
32483,Expense Type
32484,Expense Area
32485,Supplier
32486,Transaction Number
32487,Amount in Sterling
32488,Department Family
32489,Entity
32490,Date of Payment
32491,Expense Type
32492,Expense Area
32493,Supplier
32494,Transaction Number
32495,Amount in Sterling
32496,Organisation Name
32497,Organisation Type
32498,"Main, parent or sponsoring department"
32499,Payroll staff
32500,V5
32501,V6
32502,V7
32503,V8
32504,V9
32505,V10
32506,V11
32507,V12
32508,V13
32509,V14
32510,V15
32511,V16
32512,V17
32513,Number of non-payroll staff (contingent labour and consultants/consultancy)
32514,V19
32515,V20
32516,V21
32517,V22
32518,V23
32519,V24
32520,V25
32521,V26
32522,V27
32523,"Grand Total 
(workforce numbers)"
32524,V29
32525,Payroll staff costs
32526,V31
32527,V32
32528,V33
32529,V34
32530,V35
32531,V36
32532,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32533,V38
32534,V39
32535,Grand Total paybill/staffing (payroll and non-payroll) costs
32536,Comments and notes
32537,Organisation Name
32538,Organisation Type
32539,"Main, parent or sponsoring department"
32540,Payroll staff
32541,V5
32542,V6
32543,V7
32544,V8
32545,V9
32546,V10
32547,V11
32548,V12
32549,V13
32550,V14
32551,V15
32552,V16
32553,V17
32554,Number of non-payroll staff (contingent labour and consultants/consultancy)
32555,V19
32556,V20
32557,V21
32558,V22
32559,V23
32560,V24
32561,V25
32562,V26
32563,V27
32564,"Grand Total 
(workforce numbers)"
32565,V29
32566,Payroll staff costs
32567,V31
32568,V32
32569,V33
32570,V34
32571,V35
32572,V36
32573,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32574,V38
32575,V39
32576,Grand Total paybill/staffing (payroll and non-payroll) costs
32577,Comments and notes
32578,Organisation Name
32579,Organisation Type
32580,"Main, parent or sponsoring department"
32581,Payroll staff
32582,V5
32583,V6
32584,V7
32585,V8
32586,V9
32587,V10
32588,V11
32589,V12
32590,V13
32591,V14
32592,V15
32593,V16
32594,V17
32595,Number of non-payroll staff (contingent labour and consultants/consultancy)
32596,V19
32597,V20
32598,V21
32599,V22
32600,V23
32601,V24
32602,V25
32603,V26
32604,V27
32605,"Grand Total 
(workforce numbers)"
32606,V29
32607,Payroll staff costs
32608,V31
32609,V32
32610,V33
32611,V34
32612,V35
32613,V36
32614,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32615,V38
32616,V39
32617,Grand Total paybill/staffing (payroll and non-payroll) costs
32618,Comments and notes
32619,Organisation Name
32620,Organisation Type
32621,"Main, parent or sponsoring department"
32622,Payroll staff
32623,V5
32624,V6
32625,V7
32626,V8
32627,V9
32628,V10
32629,V11
32630,V12
32631,V13
32632,V14
32633,V15
32634,V16
32635,V17
32636,Number of non-payroll staff (contingent labour and consultants/consultancy)
32637,V19
32638,V20
32639,V21
32640,V22
32641,V23
32642,V24
32643,V25
32644,V26
32645,V27
32646,"Grand Total 
(workforce numbers)"
32647,V29
32648,Payroll staff costs
32649,V31
32650,V32
32651,V33
32652,V34
32653,V35
32654,V36
32655,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32656,V38
32657,V39
32658,Grand Total paybill/staffing (payroll and non-payroll) costs
32659,Comments and notes
32660,Organisation Name
32661,Organisation Type
32662,"Main, parent or sponsoring department"
32663,Payroll staff
32664,V5
32665,V6
32666,V7
32667,V8
32668,V9
32669,V10
32670,V11
32671,V12
32672,V13
32673,V14
32674,V15
32675,V16
32676,V17
32677,Number of non-payroll staff (contingent labour and consultants/consultancy)
32678,V19
32679,V20
32680,V21
32681,V22
32682,V23
32683,V24
32684,V25
32685,V26
32686,V27
32687,"Grand Total 
(workforce numbers)"
32688,V29
32689,Payroll staff costs
32690,V31
32691,V32
32692,V33
32693,V34
32694,V35
32695,V36
32696,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32697,V38
32698,V39
32699,Grand Total paybill/staffing (payroll and non-payroll) costs
32700,Comments and notes
32701,Organisation Name
32702,Organisation Type
32703,"Main, parent or sponsoring department"
32704,Payroll staff
32705,V5
32706,V6
32707,V7
32708,V8
32709,V9
32710,V10
32711,V11
32712,V12
32713,V13
32714,V14
32715,V15
32716,V16
32717,V17
32718,Number of non-payroll staff (contingent labour and consultants/consultancy)
32719,V19
32720,V20
32721,V21
32722,V22
32723,V23
32724,V24
32725,V25
32726,V26
32727,V27
32728,"Grand Total 
(workforce numbers)"
32729,V29
32730,Payroll staff costs
32731,V31
32732,V32
32733,V33
32734,V34
32735,V35
32736,V36
32737,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32738,V38
32739,V39
32740,Grand Total paybill/staffing (payroll and non-payroll) costs
32741,Comments and notes
32742,Organisation Name
32743,Organisation Type
32744,"Main, parent or sponsoring department"
32745,Payroll staff
32746,V5
32747,V6
32748,V7
32749,V8
32750,V9
32751,V10
32752,V11
32753,V12
32754,V13
32755,V14
32756,V15
32757,V16
32758,V17
32759,Number of non-payroll staff (contingent labour and consultants/consultancy)
32760,V19
32761,V20
32762,V21
32763,V22
32764,V23
32765,V24
32766,V25
32767,V26
32768,V27
32769,"Grand Total 
(workforce numbers)"
32770,V29
32771,Payroll staff costs
32772,V31
32773,V32
32774,V33
32775,V34
32776,V35
32777,V36
32778,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32779,V38
32780,V39
32781,Grand Total paybill/staffing (payroll and non-payroll) costs
32782,Comments and notes
32783,Organisation Name
32784,Organisation Type
32785,"Main, parent or sponsoring department"
32786,Payroll staff
32787,V5
32788,V6
32789,V7
32790,V8
32791,V9
32792,V10
32793,V11
32794,V12
32795,V13
32796,V14
32797,V15
32798,V16
32799,V17
32800,Number of non-payroll staff (contingent labour and consultants/consultancy)
32801,V19
32802,V20
32803,V21
32804,V22
32805,V23
32806,V24
32807,V25
32808,V26
32809,V27
32810,"Grand Total 
(workforce numbers)"
32811,V29
32812,Payroll staff costs
32813,V31
32814,V32
32815,V33
32816,V34
32817,V35
32818,V36
32819,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32820,V38
32821,V39
32822,Grand Total paybill/staffing (payroll and non-payroll) costs
32823,Comments and notes
32824,Organisation Name
32825,Organisation Type
32826,"Main, parent or sponsoring department"
32827,Payroll staff
32828,V5
32829,V6
32830,V7
32831,V8
32832,V9
32833,V10
32834,V11
32835,V12
32836,V13
32837,V14
32838,V15
32839,V16
32840,V17
32841,Number of non-payroll staff (contingent labour and consultants/consultancy)
32842,V19
32843,V20
32844,V21
32845,V22
32846,V23
32847,V24
32848,V25
32849,V26
32850,V27
32851,"Grand Total 
(workforce numbers)"
32852,V29
32853,Payroll staff costs
32854,V31
32855,V32
32856,V33
32857,V34
32858,V35
32859,V36
32860,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32861,V38
32862,V39
32863,Grand Total paybill/staffing (payroll and non-payroll) costs
32864,Comments and notes
32865,Organisation Name
32866,Organisation Type
32867,"Main, parent or sponsoring department"
32868,Payroll staff
32869,V5
32870,V6
32871,V7
32872,V8
32873,V9
32874,V10
32875,V11
32876,V12
32877,V13
32878,V14
32879,V15
32880,V16
32881,V17
32882,Number of non-payroll staff (contingent labour and consultants/consultancy)
32883,V19
32884,V20
32885,V21
32886,V22
32887,V23
32888,V24
32889,V25
32890,V26
32891,V27
32892,"Grand Total 
(workforce numbers)"
32893,V29
32894,Payroll staff costs
32895,V31
32896,V32
32897,V33
32898,V34
32899,V35
32900,V36
32901,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32902,V38
32903,V39
32904,Grand Total paybill/staffing (payroll and non-payroll) costs
32905,Comments and notes
32906,Organisation Name
32907,Organisation Type
32908,"Main, parent or sponsoring department"
32909,Payroll staff
32910,V5
32911,V6
32912,V7
32913,V8
32914,V9
32915,V10
32916,V11
32917,V12
32918,V13
32919,V14
32920,V15
32921,V16
32922,V17
32923,Number of non-payroll staff (contingent labour and consultants/consultancy)
32924,V19
32925,V20
32926,V21
32927,V22
32928,V23
32929,V24
32930,V25
32931,V26
32932,V27
32933,"Grand Total 
(workforce numbers)"
32934,V29
32935,Payroll staff costs
32936,V31
32937,V32
32938,V33
32939,V34
32940,V35
32941,V36
32942,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32943,V38
32944,V39
32945,Grand Total paybill/staffing (payroll and non-payroll) costs
32946,Comments and notes
32947,Organisation Name
32948,Organisation Type
32949,"Main, parent or sponsoring department"
32950,Payroll staff
32951,V5
32952,V6
32953,V7
32954,V8
32955,V9
32956,V10
32957,V11
32958,V12
32959,V13
32960,V14
32961,V15
32962,V16
32963,V17
32964,Number of non-payroll staff (contingent labour and consultants/consultancy)
32965,V19
32966,V20
32967,V21
32968,V22
32969,V23
32970,V24
32971,V25
32972,V26
32973,V27
32974,"Grand Total 
(workforce numbers)"
32975,V29
32976,Payroll staff costs
32977,V31
32978,V32
32979,V33
32980,V34
32981,V35
32982,V36
32983,Non-Payroll staff (contingent labour/consultancy - CCL) costs
32984,V38
32985,V39
32986,Grand Total paybill/staffing (payroll and non-payroll) costs
32987,Comments and notes
32988,Organisation Name
32989,Organisation Type
32990,"Main, parent or sponsoring department"
32991,Payroll staff
32992,V5
32993,V6
32994,V7
32995,V8
32996,V9
32997,V10
32998,V11
32999,V12
33000,V13
33001,V14
33002,V15
33003,V16
33004,V17
33005,Number of non-payroll staff (contingent labour and consultants/consultancy)
33006,V19
33007,V20
33008,V21
33009,V22
33010,V23
33011,V24
33012,V25
33013,V26
33014,V27
33015,"Grand Total 
(workforce numbers)"
33016,V29
33017,Payroll staff costs
