dataset,header
3709,Date of Trip
3709,Destination
3709,Purpose
3709,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3709,Number of officials accompanying Ministers (where non-scheduled travel is used)
3709,Total Cost including travel and accommodation of Minister only
3710,Minister
3710,Date
3710,Name of Organisation
3710,Purpose of meeting
3711,Minister
3711,Date of Trip
3711,Destination
3711,Purpose
3711,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3711,Number of officials accompanying Ministers (where non-scheduled travel is used)
3711,Total Cost including travel and accommodation of Minister only
3712,Minister
3712,Date of Hospitality
3712,Name of Organisation
3712,Type of hospitality received
3713,Minister
3713,Date
3713,Name of Organisation
3713,Purpose of meeting
3714,Minister
3714,Date of Trip
3714,Destination
3714,Purpose
3714,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3714,Number of officials accompanying Ministers (where non-scheduled travel is used)
3714,Total Cost including travel and accommodation of Minister only
3715,"Minister,Date of Hospitality,Name of Organisation,Type of hospitality received"
3716,Minister
3716,Date
3716,Name of Organisation
3716,Purpose of meeting
3717,Minister
3717,Date of Hospitality
3717,Name of Organisation
3717,Type of hospitality received
3718,Minister
3718,Date
3718,Name of Organisation
3718,Purpose of meeting
3719,Minister
3719,Date of Hospitality
3719,Name of Organisation
3719,Type of hospitality received
3720,Minister
3720,Date of Hospitality
3720,Name of Organisation
3720,Type of hospitality received
3721,Minister
3721,Date
3721,Name of Organisation
3721,Purpose of meeting
3722,Minister
3722,Date of Trip
3722,Destination
3722,Purpose
3722,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3722,Number of officials accompanying Ministers (where non-scheduled travel is used)
3722,Total Cost including travel and accommodation of Minister only
3723,"Minister,Date of Hospitality,Name of Organisation,Type of hospitality received"
3724,Minister
3724,Date
3724,Name of Organisation
3724,Purpose of meeting
3725,Minister
3725,Date of Trip
3725,Destination
3725,Purpose
3725,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3725,Number of officials accompanying Ministers (where non-scheduled travel is used)
3725,Total Cost including travel and accommodation of Minister only
3726,Minister
3726,Date received
3726,From
3726,Gift
3726,Value (£)
3726, Outcome
3727,Minister
3727,Date of Hospitality
3727,Name of Organisation
3727,Type of hospitality received
3728,Minister
3728,Date of Trip
3728,Destination
3728,Purpose
3728,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3728,Number of officials accompanying Ministers (where non-scheduled travel is used)
3728,Total Cost including travel and accommodation of Minister only
3729,Minister
3729,Date
3729,Name of Organisation
3729,Purpose of meeting
3730,Minister
3730,Date received
3730,From
3730,Gift
3730,Value (£)
3730, Outcome
3731,Minister
3731,Date of Hospitality
3731,Name of Organisation
3731,Type of hospitality received
3732,Minister
3732,Date of Trip
3732,Destination
3732,Purpose
3732,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3732,Number of officials accompanying Ministers (where non-scheduled travel is used)
3732,Total Cost including travel and accommodation of Minister only
3733,Minister
3733,Date
3733,Name of Organisation
3733,Purpose of meeting
3734,Minister
3734,Date received
3734,From
3734,Gift
3734,Value (£)
3734, Outcome
3735,Minister
3735,Date of Hospitality
3735,Name of Organisation
3735,Type of hospitality received
3736,Minister
3736,Date of Trip
3736,Destination
3736,Purpose
3736,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3736,Number of officials accompanying Ministers (where non-scheduled travel is used)
3736,Total Cost including travel and accommodation of Minister only
3737,Minister
3737,Date
3737,Name of Organisation
3737,Purpose of meeting
3738,Minister
3738,Date of Hospitality
3738,Name of Organisation
3738,Type of hospitality received
3739,Minister
3739,Date of Trip
3739,Destination
3739,Purpose
3739,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3739,Number of officials accompanying Ministers (where non-scheduled travel is used)
3739,Total Cost including travel and accommodation of Minister only
3740,Minister
3740,Date
3740,Name of Organisation
3740,Purpose of meeting
3741,Minister
3741,Date received
3741,From
3741,Gift
3741,Value (£)
3741, Outcome
3742,Minister
3742,Date
3742,Name of Organisation
3742,Purpose of meeting
3743,Minister
3743,Date of Trip
3743,Destination
3743,Purpose
3743,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3743,Number of officials accompanying Ministers (where non-scheduled travel is used)
3743,Total Cost including travel and accommodation of Minister only
3744,Minister
3744,Date of Hospitality
3744,Name of Organisation
3744,Type of hospitality received
3745,Minister
3745,Date
3745,Name of Organisation
3745,Purpose of meeting
3746,Minister
3746,Date of Trip
3746,Destination
3746,Purpose
3746,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3746,Number of officials accompanying Ministers (where non-scheduled travel is used)
3746,Total Cost including travel and accommodation of Minister only
3747,Minister
3747,Date of Hospitality
3747,Name of Organisation
3747,Type of hospitality received
3748,Minister
3748,Date
3748,Name of Organisation
3748,Purpose of meeting
3749,Minister
3749,Date of Trip
3749,Destination
3749,Purpose
3749,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3749,Number of officials accompanying Ministers (where non-scheduled travel is used)
3749,Total Cost including travel and accommodation of Minister only
3750,Minister
3750,Date of Hospitality
3750,Name of Organisation
3750,Type of hospitality received
3751,Minister
3751,Date
3751,Name of Organisation
3751,Purpose of meeting
3752,Minister
3752,Date of Trip
3752,Destination
3752,Purpose
3752,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3752,Number of officials accompanying Ministers (where non-scheduled travel is used)
3752,Total Cost including travel and accommodation of Minister only
3753,Minister
3753,Date received
3753,From
3753,Gift
3753,Value (£)
3753, Outcome
3754,Minister
3754,Date of Hospitality
3754,Name of Organisation
3754,Type of hospitality received
3755,Minister
3755,Date
3755,Name of Organisation
3755,Purpose of meeting
3756,Minister
3756,Date of Trip
3756,Destination
3756,Purpose
3756,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
3756,Number of officials accompanying Ministers (where non-scheduled travel is used)
3756,Total Cost including travel and accommodation of Minister only
3757,Minister
3757,Date
3757,Name of Organisation
3757,Purpose of meeting
3758,Minister
3758,Date of Trip
3758,Destination
3758,Purpose
3758,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3758,Number of officials accompanying Ministers (where non-scheduled travel is used)
3758,Total Cost including travel and accommodation of Minister only
3759,Minister
3759,Date received
3759,From
3759,Gift
3759,Value (£)
3759, Outcome
3760,Minister
3760,Date of Hospitality
3760,Name of Organisation
3760,Type of hospitality received
3761,Minister
3761,Date
3761,Name of Organisation
3761,Purpose of meeting
3762,Minister
3762,Date of Trip
3762,Destination
3762,Purpose
3762,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3762,Number of officials accompanying Ministers (where non-scheduled travel is used)
3762,Total Cost including travel and accommodation of Minister only
3763,Minister
3763,Date of Hospitality
3763,Name of Organisation
3763,Type of hospitality received
3764,Minister
3764,Date
3764,Name of Organisation
3764,Purpose of meeting
3765,Minister
3765,Date of Trip
3765,Destination
3765,Purpose
3765,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'"
3765,Number of officials accompanying Ministers (where non-scheduled travel is used)
3765,Total Cost including travel and accommodation of Minister only
3766,Department Family
3766,Entity
3766,Date
3766,Expense Type
3766,Expense Area
3766,Supplier
3766,Transaction Number
3766,Amount
3767,Department Family
3767,Entity
3767,Date
3767,Expense Type
3767,Expense Area
3767,Supplier
3767,Transaction Number
3767,Amount
3768,Department Family
3768,Entity
3768,Date
3768,Expense Type
3768,Expense Area
3768,Supplier
3768,Transaction Number
3768,Amount
3769,Department Family
3769,Entity
3769,Date
3769,Expense Type
3769,Expense Area
3769,Supplier
3769,Transaction Number
3769,Amount
3770,Department Family
3770,Entity
3770,Date
3770,Expense Type
3770,Expense Area
3770,Supplier
3770,Transaction Number
3770,Amount
3771,Department Family
3771,Entity
3771,Date
3771,Expense Type
3771,Expense Area
3771,Supplier
3771,Transaction Number
3771,Amount
3772,Department Family
3772,Entity
3772,Date
3772,Expense Type
3772,Expense Area
3772,Supplier
3772,Transaction Number
3772,Amount
3773,Department Family
3773,Entity
3773,Date
3773,Expense Type
3773,Expense Area
3773,Supplier
3773,Transaction Number
3773,Amount
3774,Department Family
3774,Entity
3774,Date
3774,Expense Type
3774,Expense Area
3774,Supplier
3774,Transaction Number
3774,Amount
3775,Department Family
3775,Entity
3775,Date
3775,Expense Type
3775,Expense Area
3775,Supplier
3775,Transaction Number
3775,Amount
3776,Department Family
3776,Entity
3776,Date
3776,Expense Type
3776,GL_CODE
3776,Expense Area
3776,Supplier
3776,Transaction Number
3776,Amount
3776,Description
3776,Supplier Post Code
3777,Department Family
3777,Entity
3777,Date
3777,Expense Type
3777,Expense Area
3777,Supplier
3777,Transaction Number
3777,Amount
3778,Department Family
3778,Entity
3778,Date
3778,Expense Type
3778,Expense Area
3778,Supplier
3778,Transaction Number
3778,Amount
3779,Department Family
3779,Entity
3779,Date
3779,Expense Type
3779,Expense Area
3779,Supplier
3779,Transaction Number
3779,Amount
3780,Department Family
3780,Entity
3780,Date
3780,Expense Type
3780,Expense Area
3780,Supplier
3780,Transaction Number
3780,Amount
3781,Department Family
3781,Entity
3781,Date
3781,Expense Type
3781,Expense Area
3781,Supplier
3781,Transaction Number
3781,Amount
3782,Department Family
3782,Entity
3782,Date
3782,Expense Type
3782,Expense Area
3782,Supplier
3782,Transaction Number
3782,Amount
3782,Description
3782,Supplier Post Code
3782,Supplier Type
3782,Contract Number
3782,Project Code
3782,Expenditure Type
3783,Department Family
3783,Entity
3783,Date
3783,Expense Type
3783,Expense Area
3783,Supplier
3783,Transaction Number
3783,Amount
3783,Description
3783,Supplier Post Code
3784,Department Family
3784,Entity
3784,Date
3784,Expense Type
3784,Expense Area
3784,Supplier
3784,Transaction Number
3784,Amount
3784,Description
3784,Supplier Post Code
3785,Department Family
3785,Entity
3785,Date
3785,Expense Type
3785,Expense Area
3785,Supplier
3785,Transaction Number
3785,Amount
3785,Description
3785,Supplier Post Code
3786,Department Family
3786,Entity
3786,Date
3786,Expense Type
3786,Expense Area
3786,Supplier
3786,Transaction Number
3786,Amount
3786,Description
3786,Supplier Post Code
3787,Department Family
3787,Entity
3787,Date
3787,Expense Type
3787,Expense Area
3787,Supplier
3787,Transaction Number
3787,Amount
3787,Description
3787,Supplier Post Code
3788,Department Family
3788,Entity
3788,Date
3788,Expense Type
3788,Expense Area
3788,Supplier
3788,Transaction Number
3788,Amount
3788,Description
3788,Supplier Post Code
3789,Department Family
3789,Entity
3789,Date
3789,Expense Type
3789,Expense Area
3789,Supplier
3789,Transaction Number
3789,Amount
3789,Description
3789,Supplier Post Code
3790,Department Family
3790,Entity
3790,Date
3790,Expense Type
3790,Expense Area
3790,Supplier
3790,Transaction Number
3790,Amount
3790,Description
3790,Supplier Post Code
3791,Department Family
3791,Entity
3791,Date
3791,Expense Type
3791,Expense Area
3791,Supplier
3791,Transaction Number
3791,Amount
3791,Description
3791,Supplier Post Code
3792,Department Family
3792,Entity
3792,Date
3792,Expense Type
3792,Expense Area
3792,Supplier
3792,Transaction Number
3792,Amount
3792,Description
3792,Supplier Post Code
3793,Department Family
3793,Entity
3793,Date
3793,Expense Type
3793,GL_CODE
3793,Expense Area
3793,Supplier
3793,Transaction Number
3793,Amount
3793,Description
3793,Supplier Post Code
3794,Department Family
3794,Entity
3794,Date
3794,Expense Type
3794,Expense Area
3794,Supplier
3794,Transaction Number
3794,Amount
3794,Description
3794,Supplier Post Code
3795,Department Family
3795,Entity
3795,Date
3795,Expense Type
3795,Expense Area
3795,Supplier
3795,Transaction Number
3795,Amount
3795,Description
3795,Supplier Post Code
3796,Department Family
3796,Entity
3796,Date
3796,Expense Type
3796,GL_CODE
3796,Expense Area
3796,Supplier
3796,Transaction Number
3796,Amount
3796,Description
3796,Supplier Post Code
3797,Department Family
3797,Entity
3797,Date
3797,Expense Type
3797,GL_CODE
3797,Expense Area
3797,Supplier
3797,Transaction Number
3797,Amount
3797,Description
3797,Supplier Post Code
3798,Department Family
3798,Entity
3798,Date
3798,Expense Type
3798,Expense Area
3798,Supplier
3798,Transaction Number
3798,Amount
3798,Description
3798,Supplier Post Code
3799,Department Family
3799,Entity
3799,Date
3799,Expense Type
3799,GL_CODE
3799,Expense Area
3799,Supplier
3799,Transaction Number
3799,Amount
3799,Description
3799,Supplier Post Code
3800,Department Family
3800,Entity
3800,Date
3800,Expense Type
3800,Expense Area
3800,Supplier
3800,Transaction Number
3800,Amount
3800,Description
3800,Supplier Post Code
3801,Department Family
3801,Entity
3801,Date
3801,Expense Type
3801,Expense Area
3801,Supplier
3801,Transaction Number
3801,Amount
3801,Description
3801,Supplier Post Code
3802,Department Family
3802,Entity
3802,Date
3802,Expense Type
3802,Expense Area
3802,Supplier
3802,Transaction Number
3802,Amount
3802,Description
3802,Supplier Post Code
3803,Department Family
3803,Entity
3803,Date
3803,Expense Type
3803,Expense Area
3803,Supplier
3803,Transaction Number
3803,Amount
3803,Description
3803,Supplier Post Code
3804,Department Family
3804,Entity
3804,Date
3804,Expense Type
3804,Expense Area
3804,Supplier
3804,Transaction Number
3804,Amount
3804,Description
3804,Supplier Post Code
3805,Department Family
3805,Entity
3805,Date
3805,Expense Type
3805,Expense Area
3805,Supplier
3805,Transaction Number
3805,Amount
3805,Description
3805,Supplier Post Code
3806,Organisation Name
3806,Organisation Type
3806,"Main, parent or sponsoring department"
3806,Payroll staff
3806,V5
3806,V6
3806,V7
3806,V8
3806,V9
3806,V10
3806,V11
3806,V12
3806,V13
3806,V14
3806,V15
3806,V16
3806,V17
3806,Number of non-payroll staff (contingent labour and consultants/consultancy)
3806,V19
3806,V20
3806,V21
3806,V22
3806,V23
3806,V24
3806,V25
